Ligne;Mots retenus;PoS;lemmes;Ner_PERS;Ner_ORG;Ner_LIEU;Ner_COVID
d'autoriser;[autoriser];[VINF];[autoriser];[];[];[];[]
les;[];[];[];[];[];[];[]
bars;[bars];[NC];[bar];[];[];[];[]
et;[];[];[];[];[];[];[]
restaurants;[restaurants];[NC];[restaurant];[];[];[];[]
à;[];[];[];[];[];[];[]
rouvrir;[rouvrir];[VINF];[rouvrir];[];[];[];[]
avant;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
15;[];[];[];[];[];[];[]
janvier;[janvier];[NC];[janvier];[];[];[];[]
prochain;[prochain];[ADJ];[prochain];[];[];[];[]
pour;[];[];[];[];[];[];[]
endiguer;[endiguer];[VINF];[endiguer];[];[];[];[]
l’épidémie;[épidémie];[NC];[épidémie];[];[];[];[épidémie]
de;[];[];[];[];[];[];[]
coronavirus;[coronavirus];[NC];[coronavirus];[];[];[];[coronavirus]
.;[];[];[];[];[];[];[]
Lundi;[lundi];[NC];[lundi];[];[];[];[]
,;[];[];[];[];[];[];[]
Lepoint.fr;[lepoint, fr];[NPP, ET];[lepoint, fr];[];[];[];[]
allait;[allait];[V];[aller];[];[];[];[]
dans;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
même;[];[];[];[];[];[];[]
sens;[sens];[N];[sentir];[];[];[];[]
,;[];[];[];[];[];[];[]
expliquant;[expliquant];[VPR];[expliquer];[];[];[];[]
qu'en;[];[];[];[];[];[];[]
tout;[];[];[];[];[];[];[]
état;[état];[NC];[état];[];[];[];[]
de;[];[];[];[];[];[];[]
cause;[cause];[N];[cause];[];[];[];[]
,;[];[];[];[];[];[];[]
ces;[];[];[];[];[];[];[]
établissements;[établissements];[NC];[établissement];[];[];[];[]
ne;[];[];[];[];[];[];[]
pourraient;[pourraient];[V];[pouvoir];[];[];[];[]
pas;[];[];[];[];[];[];[]
reprendre;[reprendre];[VINF];[reprendre];[];[];[];[]
du;[];[];[];[];[];[];[]
service;[service];[NC];[service];[];[];[];[]
avant;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
fin;[fin];[NC];[fin];[];[];[];[]
de;[];[];[];[];[];[];[]
l'année;[année];[NC];[année];[];[];[];[]
.;[];[];[];[];[];[];[]
Interrogés;[interrogés];[VPP];[interrogés];[];[];[];[]
tour;[tour];[N];[tour];[];[];[];[]
à;[];[];[];[];[];[];[]
tour;[tour];[N];[tour];[];[];[];[]
mardi;[mardi];[NC];[mardi];[];[];[];[]
,;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
membres;[membres];[NC];[membre];[];[];[];[]
du;[];[];[];[];[];[];[]
gouvernement;[gouvernement];[NC];[gouvernement];[];[];[];[]
n'ont;[ont];[V];[avoir];[];[];[];[]
ni;[];[];[];[];[];[];[]
confirmé;[confirmé];[VPP];[confirmer];[];[];[];[]
ni;[];[];[];[];[];[];[]
infirmé;[infirmé];[VPP];[infirmer];[];[];[];[]
ce;[];[];[];[];[];[];[]
calendrier;[calendrier];[NC];[calendrier];[];[];[];[]
:;[];[];[];[];[];[];[]
sur;[];[];[];[];[];[];[]
France;[france];[NPP];[france];[];[];[france];[]
2;[];[];[];[];[];[];[]
,;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
porte;[porte];[V];[porte];[];[];[];[]
-;[];[];[];[];[];[];[]
parole;[parole];[N];[parole];[];[];[];[]
du;[];[];[];[];[];[];[]
gouvernement;[gouvernement];[NC];[gouvernement];[];[];[];[]
Gabriel;[gabriel];[NPP];[gabriel];[];[];[];[]
Attal;[attal];[NPP];[attal];[];[];[];[]
a;[];[];[];[];[];[];[]
expliqué;[expliqué];[VPP];[expliquer];[];[];[];[]
que;[];[];[];[];[];[];[]
;[];[];[];[];[];[];[]
pour;[];[];[];[];[];[];[]
l'instant;[instant];[NC];[instant];[];[];[];[]
,;[];[];[];[];[];[];[]
il;[];[];[];[];[];[];[]
n;[];[];[];[];[];[];[]
';[];[];[];[];[];[];[]
y;[];[];[];[];[];[];[]
a;[];[];[];[];[];[];[]
pas;[];[];[];[];[];[];[]
de;[];[];[];[];[];[];[]
calendrier;[calendrier];[NC];[calendrier];[];[];[];[]
arrêté;[arrêté];[VPP];[arrêter];[];[];[];[]
;[];[];[];[];[];[];[]
et;[];[];[];[];[];[];[]
que;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
cafetiers;[cafetiers];[NC];[cafetier];[];[];[];[]
et;[];[];[];[];[];[];[]
restaurateurs;[restaurateurs];[NC];[restaurateur];[];[];[];[]
;[];[];[];[];[];[];[]
auront;[auront];[V];[avoir];[];[];[];[]
des;[];[];[];[];[];[];[]
perspectives;[perspectives];[NC];[perspective];[];[];[];[]
au;[];[];[];[];[];[];[]
début;[début];[NC];[début];[];[];[];[]
du;[];[];[];[];[];[];[]
mois;[mois];[NC];[mois];[];[];[];[]
de;[];[];[];[];[];[];[]
décembre;[décembre];[NC];[décembre];[];[];[];[]
;[];[];[];[];[];[];[]
.;[];[];[];[];[];[];[]
Toutefois;[];[];[];[];[];[];[]
,;[];[];[];[];[];[];[]
rappelle;[rappelle];[V];[rappeler];[];[];[];[]
-;[];[];[];[];[];[];[]
t;[];[];[];[];[];[];[]
-;[];[];[];[];[];[];[]
il;[];[];[];[];[];[];[]
,;[];[];[];[];[];[];[]
;[];[];[];[];[];[];[]
lors;[];[];[];[];[];[];[]
du;[];[];[];[];[];[];[]
déconfinement;[];[];[];[];[];[];[]
du;[];[];[];[];[];[];[]
printemps;[printemps];[NC];[printemps];[];[];[];[]
dernier;[dernier];[ADJ];[dernier];[];[];[];[]
,;[];[];[];[];[];[];[]
ils;[];[];[];[];[];[];[]
avaient;[avaient];[V];[avoir];[];[];[];[]
rouvert;[rouvert];[VPP];[rouvrir];[];[];[];[]
plus;[];[];[];[];[];[];[]
tard;[];[];[];[];[];[];[]
parce;[];[];[];[];[];[];[]
qu'on;[];[];[];[];[];[];[]
sait;[sait];[V];[savoir];[];[];[];[]
que;[];[];[];[];[];[];[]
ce;[];[];[];[];[];[];[]
sont;[sont];[V];[être];[];[];[];[]
des;[];[];[];[];[];[];[]
lieux;[lieux];[NC];[lieu];[];[];[];[]
où;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
virus;[virus];[NC];[virus];[];[];[];[virus]
se;[];[];[];[];[];[];[]
transmet;[transmet];[V];[transmettre];[];[];[];[]
davantage;[];[];[];[];[];[];[]
;[];[];[];[];[];[];[]
.;[];[];[];[];[];[];[]
Jean;[jean];[N];[jean];[jean];[];[];[]
Castex;[castex];[NPP];[castex];[castex];[];[];[]
s;[];[];[];[];[];[];[]
';[];[];[];[];[];[];[]
exprimera;[exprimera];[V];[exprimer];[];[];[];[]
le;[];[];[];[];[];[];[]
26;[26];[ADJ];[26];[];[];[];[]
novembre;[novembre];[NC];[novembre];[];[];[];[]
De;[];[];[];[];[];[];[]
son;[];[];[];[];[];[];[]
côté;[côté];[NC];[côté];[];[];[];[]
,;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
ministre;[ministre];[N];[ministre];[];[];[];[]
de;[];[];[];[];[];[];[]
l'Agriculture;[agriculture];[NC];[agriculture];[];[];[];[]
Julien;[julien];[NPP];[julien];[];[];[];[]
Denormandie;[denormandie];[NPP];[denormandie];[];[];[denormandie];[]
,;[];[];[];[];[];[];[]
sur;[];[];[];[];[];[];[]
RMC;[rmc];[NPP];[rmc];[];[rmc];[];[]
,;[];[];[];[];[];[];[]
a;[];[];[];[];[];[];[]
botté;[botté];[VPP];[botter];[];[];[];[]
en;[];[];[];[];[];[];[]
touche;[touche];[V];[toucher];[];[];[];[]
:;[];[];[];[];[];[];[]
«;[];[];[];[];[];[];[]
c’est;[est];[V];[être];[];[];[];[]
au;[];[];[];[];[];[];[]
ministre;[ministre];[N];[ministre];[];[];[];[]
de;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
Santé;[santé];[NC];[santé];[];[];[];[]
et;[];[];[];[];[];[];[]
au;[];[];[];[];[];[];[]
Premier;[premier];[ADJ];[premier];[];[];[];[]
ministre;[ministre];[N];[ministre];[];[];[];[]
de;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
dire;[dire];[V];[dire];[];[];[];[]
.;[];[];[];[];[];[];[]
»;[];[];[];[];[];[];[]
Selon;[];[];[];[];[];[];[]
Le;[];[];[];[];[];[];[]
Figaro;[];[];[];[];[];[];[]
,;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
Premier;[premier];[ADJ];[premier];[];[];[];[]
ministre;[ministre];[N];[ministre];[];[];[];[]
s;[];[];[];[];[];[];[]
';[];[];[];[];[];[];[]
exprimera;[exprimera];[V];[exprimer];[];[];[];[]
le;[];[];[];[];[];[];[]
26;[26];[ADJ];[26];[];[];[];[]
novembre;[novembre];[NC];[novembre];[];[];[];[]
lors;[];[];[];[];[];[];[]
d'une;[];[];[];[];[];[];[]
nouvelle;[nouvelle];[ADJ];[nouvelle];[];[];[];[]
conférence;[conférence];[N];[conférence];[];[];[];[]
de;[];[];[];[];[];[];[]
presse;[presse];[NC];[presse];[];[];[];[]
pour;[];[];[];[];[];[];[]
donner;[donner];[V];[donner];[];[];[];[]
des;[];[];[];[];[];[];[]
règles;[règles];[NC];[règle];[];[];[];[]
pour;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
prochaines;[prochaines];[ADJ];[prochain];[];[];[];[]
semaines;[semaines];[NC];[semaine];[];[];[];[]
et;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
fêtes;[];[];[];[];[];[];[]
de;[];[];[];[];[];[];[]
fin;[fin];[NC];[fin];[];[];[];[]
d'année;[année];[NC];[année];[];[];[];[]
.;[];[];[];[];[];[];[]
Cinq;[];[];[];[];[];[];[]
mois;[mois];[NC];[mois];[];[];[];[]
de;[];[];[];[];[];[];[]
fermeture;[fermeture];[NC];[fermeture];[];[];[];[]
en;[];[];[];[];[];[];[]
un;[];[];[];[];[];[];[]
an;[an];[NC];[an];[];[];[];[]
Fermés;[fermés];[VPP];[fermés];[];[];[];[]
partout;[];[];[];[];[];[];[]
en;[];[];[];[];[];[];[]
France;[france];[NPP];[france];[];[];[france];[]
depuis;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
30;[];[];[];[];[];[];[]
octobre;[octobre];[NC];[octobre];[];[];[];[]
dernier;[dernier];[ADJ];[dernier];[];[];[];[]
,;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
bars;[bars];[NC];[bar];[];[];[];[]
et;[];[];[];[];[];[];[]
restaurants;[restaurants];[NC];[restaurant];[];[];[];[]
savaient;[savaient];[V];[savoir];[];[];[];[]
déjà;[];[];[];[];[];[];[]
,;[];[];[];[];[];[];[]
depuis;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
déclarations;[déclarations];[NC];[déclaration];[];[];[];[]
de;[];[];[];[];[];[];[]
Jean;[jean];[N];[jean];[jean];[];[];[]
Castex;[castex];[NPP];[castex];[castex];[];[];[]
la;[];[];[];[];[];[];[]
semaine;[semaine];[NC];[semaine];[];[];[];[]
dernière;[dernière];[ADJ];[dernier];[];[];[];[]
,;[];[];[];[];[];[];[]
qu'ils;[];[];[];[];[];[];[]
ne;[];[];[];[];[];[];[]
rouvriraient;[rouvriraient];[V];[rouvrir];[];[];[];[]
pas;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
1er;[er];[NC];[er];[];[];[];[]
décembre;[décembre];[NC];[décembre];[];[];[];[]
prochain;[prochain];[ADJ];[prochain];[];[];[];[]
,;[];[];[];[];[];[];[]
contrairement;[];[];[];[];[];[];[]
à;[];[];[];[];[];[];[]
d'autres;[autres];[ADJ];[autres];[];[];[];[]
commerces;[commerces];[NC];[commerce];[];[];[];[]
;[];[];[];[];[];[];[]
non;[];[];[];[];[];[];[]
essentiels;[essentiels];[ADJ];[essentiel];[];[];[];[]
;[];[];[];[];[];[];[]
,;[];[];[];[];[];[];[]
même;[];[];[];[];[];[];[]
si;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
situation;[situation];[NC];[situation];[];[];[];[]
sanitaire;[sanitaire];[ADJ];[sanitaire];[];[];[];[]
s;[];[];[];[];[];[];[]
';[];[];[];[];[];[];[]
améliorait;[améliorait];[V];[améliorer];[];[];[];[]
.;[];[];[];[];[];[];[]
Ils;[];[];[];[];[];[];[]
;[];[];[];[];[];[];[]
font;[font];[V];[faire];[];[];[];[]
partie;[partie];[NC];[partie];[];[];[];[]
des;[];[];[];[];[];[];[]
endroits;[endroits];[NC];[endroit];[];[];[];[]
de;[];[];[];[];[];[];[]
contamination;[contamination];[NC];[contamination];[];[];[];[]
forte;[forte];[ADJ];
